CustomerID,Recency,Frequency,Monetary,Tenure
12614.0,278,1,59353.61,278
12615.0,2,4,277978.14,168
12616.0,85,5,91167.76,297
12617.0,29,1,125568.03,29
12618.0,22,1,25677.489999999998,22
12619.0,16,13,257918.54,253
12620.0,15,3,214184.98,205
12621.0,2,23,1116093.13,366
12622.0,232,1,30729.21,232
12623.0,276,1,42649.520000000004,276
12624.0,106,2,123962.13,178
12625.0,212,3,248436.17,319
12626.0,23,13,788897.17,327
12627.0,11,7,557073.51,140
12628.0,4,4,129261.39,65
12630.0,10,2,176365.88,44
12631.0,57,1,61220.32,57
12633.0,59,5,274962.28,288
12635.0,90,2,251521.74,155
12637.0,67,10,927869.78,324
12638.0,33,1,89893.9,33
12639.0,239,1,48390.54,239
12640.0,24,3,123705.38,82
12641.0,115,1,27135.84,115
12642.0,25,3,130167.2,108
12643.0,128,6,61789.61,333
12644.0,130,1,81522.06,130
12645.0,34,5,159959.89,316
12646.0,5,2,109347.67,49
12647.0,22,13,327642.59,369
12648.0,155,1,51506.53,155
12649.0,107,4,84790.27,365
12650.0,3,1,60688.13,3
12651.0,335,1,19062.5,335
12652.0,322,2,143557.86,331
12653.0,149,2,112462.02,297
12654.0,11,5,85058.88,295
12656.0,17,8,297451.81,243
12657.0,11,5,127580.72,79
12658.0,19,1,91619.56,19
12659.0,30,1,9620.599999999999,30
12660.0,11,1,26553.64,11
12662.0,1,12,597073.88,373
12664.0,8,10,86232.46,323
12665.0,325,2,3346.23,332
12666.0,359,1,6171.55,359
12667.0,58,1,90453.65,58
12668.0,7,6,416929.38,356
12669.0,151,4,240739.13,257
12670.0,10,6,196991.19,233
12672.0,330,1,26337.91,330
12673.0,5,2,88085.51,327
12674.0,12,7,236932.76,208
12676.0,25,6,106702.85,311
12678.0,42,13,423180.76,354
12679.0,52,9,172047.4,284
12680.0,1,4,135828.55000000002,113
12681.0,15,27,1550022.12,368
12682.0,4,31,1357209.51,371
12683.0,4,20,971330.14,366
12684.0,8,7,283119.19,213
12685.0,28,6,367672.12,94
12686.0,372,1,10484.83,372
12688.0,114,1,411340.82,114
12689.0,26,2,218690.78,128
12690.0,206,1,36448.61,206
12691.0,28,6,89529.75,357
12693.0,121,6,116778.59,319
12694.0,70,2,100424.5,183
12695.0,7,4,65675.4,210
12697.0,21,5,111554.02,169
12700.0,8,6,702760.5,215
12701.0,80,2,140302.02,242
12702.0,20,1,59776.28,20
12703.0,64,2,58367.81,71
12704.0,7,10,248030.52,170
12705.0,15,14,947897.59,357
12707.0,292,1,85627.83,292
12708.0,30,16,455839.17,369
12709.0,3,26,628053.21,367
12710.0,97,4,202481.51,201
12712.0,23,17,373352.41,371
12713.0,1,1,84926.02,1
12714.0,9,5,624751.87,295
12715.0,106,1,67148.81,106
12716.0,4,2,176034.56,133
12717.0,151,3,147777.95,246
12718.0,71,1,44483.56,71
12719.0,5,3,118785.73,65
12720.0,3,29,916521.68,369
12721.0,32,7,466896.05,366
12722.0,85,6,155654.69,151
12723.0,4,5,183264.64,65
12724.0,5,4,145300.63,332
12725.0,371,1,82832.15,371
12726.0,28,7,328641.56,357
12727.0,11,9,352755.12,320
12728.0,71,4,120059.77,332
12729.0,114,1,90717.86,114
12731.0,24,14,694216.18,365
12732.0,180,1,21778.18,180
12733.0,234,1,53205.19,234
12734.0,353,1,7466.76,353
12735.0,315,2,106369.89,337
12736.0,333,1,11702.0,333
12738.0,372,1,33761.71,372
12739.0,78,2,90889.93000000001,99
12740.0,64,1,60540.16,64
12743.0,134,2,319162.63,134
12744.0,52,10,640578.06,318
12747.0,2,11,278907.21,369
12748.0,1,224,11912482.34,374
12749.0,4,8,615619.11,213
12750.0,129,1,42300.090000000004,129
12752.0,81,1,119563.0,81
12753.0,4,11,560320.33,363
12754.0,236,5,164573.54,309
12755.0,250,4,13432.92,366
12756.0,87,1,9561.32,87
12757.0,16,19,907833.46,211
12758.0,117,2,220751.04,277
12759.0,52,3,233554.63,276
12762.0,8,2,178612.05000000002,25
12763.0,138,2,47405.16,369
12764.0,317,1,114803.09,317
12766.0,4,7,836637.32,366
12769.0,239,1,76349.08,239
12770.0,211,1,26281.809999999998,211
12772.0,60,1,115826.11,60
12775.0,17,6,202878.12,311
12778.0,20,7,134781.31,312
12779.0,21,12,402027.14,371
12781.0,21,5,75545.97,285
12782.0,5,6,282050.17,358
12783.0,2,8,194315.89,75
12784.0,9,2,127546.93000000001,15
12785.0,3,2,46653.18,364
12787.0,10,3,49123.24,193
12789.0,65,1,10336.68,65
12790.0,192,1,68688.03,192
12791.0,374,1,1305.7,374
12792.0,257,1,40498.43,257
12793.0,335,2,88451.78,371
12794.0,53,2,107980.01,99
12795.0,19,1,36532.54,19
12797.0,360,3,44174.67,366
12798.0,10,3,14566.68,171
12802.0,184,2,65446.34,187
12808.0,37,3,77570.15,369
12809.0,168,2,66292.25,178
12811.0,261,3,85955.24,284
12812.0,45,1,55851.25,45
12814.0,102,1,3226.7900000000004,102
12815.0,148,2,104650.32,198
12816.0,96,2,64672.25,176
12817.0,281,1,9683.35,281
12818.0,178,2,30800.7,262
12820.0,3,4,142047.19,327
12821.0,214,1,12523.14,214
12822.0,71,3,84949.33,87
12823.0,75,5,22279.64,297
12824.0,60,1,70134.12,60
12826.0,3,8,255168.62,365
12827.0,6,3,56689.26,44
12828.0,3,6,124149.78,130
12829.0,322,3,22044.53,360
12830.0,38,7,78107.61,172
12831.0,262,1,25543.13,262
12832.0,32,2,74764.53,98
12833.0,145,1,65253.049999999996,145
12834.0,283,1,42330.240000000005,283
12836.0,59,4,412861.14,312
12837.0,173,1,23193.73,173
12838.0,34,2,362325.8,374
12839.0,3,16,867757.04,367
12840.0,144,6,304763.77999999997,227
12841.0,5,26,1025280.59,372
12842.0,70,2,97486.45999999999,309
12843.0,66,9,284463.44,264
12844.0,29,2,115933.76,130
12845.0,267,4,54580.25,290
12847.0,22,1,253640.4,22
12849.0,31,2,110068.89,269
12851.0,97,1,127904.22,97
12852.0,290,2,34448.52,295
12853.0,108,9,197523.46,316
12854.0,79,5,281745.23,319
12855.0,373,1,6166.5,373
12856.0,8,8,718270.23,64
12857.0,211,2,132283.93,303
12863.0,52,2,19899.06,199
12864.0,138,1,2601.18,138
12865.0,26,3,246395.84,360
12866.0,283,1,43891.58,283
12867.0,26,10,1377671.65,360
12868.0,186,6,265615.99,374
12870.0,366,1,3130.69,366
12871.0,84,2,31876.32,207
12872.0,327,2,166025.02,365
12873.0,282,1,11614.99,282
12875.0,143,2,10145.7,363
12876.0,58,2,205777.86,196
12877.0,4,12,437712.27,359
12878.0,18,3,108656.0,266
12879.0,45,4,27742.4,92
12881.0,276,1,18812.469999999998,276
12882.0,9,2,27355.0,34
12883.0,25,4,158886.5,89
12884.0,88,1,15977.05,88
12885.0,63,4,179946.67,124
12886.0,68,3,217268.83,220
12888.0,214,4,16575.149999999998,255
12890.0,24,1,229965.89,24
12891.0,186,3,9567.029999999999,293
12893.0,31,1,76672.42,31
12895.0,42,3,64519.81,87
12897.0,205,2,4259.0599999999995,302
12901.0,9,36,307135.27,271
12902.0,265,1,25004.73,265
12904.0,18,2,197212.82,172
12906.0,12,5,150647.0,78
12908.0,59,4,24717.760000000002,313
12909.0,40,8,243043.59,253
12910.0,23,8,175996.37,242
12912.0,3,5,52156.94,41
12913.0,5,5,128124.58,368
12915.0,149,2,65518.59,373
12916.0,139,5,287924.77999999997,321
12917.0,128,1,2928.2799999999997,128
12919.0,8,8,120021.47,170
12920.0,17,1,86104.78,17
12921.0,4,50,1800032.86,373
12922.0,161,1,63402.08,161
12923.0,64,1,49664.42,64
12924.0,88,5,91172.88,328
12925.0,5,2,113615.81999999999,75
12928.0,35,5,244725.28,359
12929.0,122,2,19605.629999999997,312
12930.0,78,4,71841.82,171
12931.0,22,20,288971.28,358
12933.0,24,4,292229.25,284
12935.0,2,8,336359.2,319
12936.0,17,5,160039.75,78
12937.0,15,4,323008.7,267
12938.0,26,1,16355.099999999999,26
12939.0,64,8,114618.69,335
12940.0,46,4,249346.73,88
12942.0,131,3,191599.63,366
12943.0,301,1,3744.72,301
12944.0,36,2,80358.89,355
12945.0,288,1,73759.95,288
12947.0,144,11,275126.6,373
12948.0,16,8,377842.68,265
12949.0,31,10,530588.71,252
12950.0,2,3,47266.39,24
12951.0,9,8,198540.68,331
12952.0,6,5,203418.53,78
12953.0,10,1,47587.19,10
12955.0,1,14,493966.03,268
12956.0,306,1,52827.13,306
12957.0,4,12,609745.84,340
12962.0,7,2,29950.64,113
12963.0,8,9,233014.72,366
12965.0,89,1,330078.66,89
12966.0,10,1,11465.36,10
12967.0,3,4,114005.17,372
12968.0,112,1,11204.1,112
12970.0,7,4,395587.75,322
12971.0,4,89,753251.92,372
12974.0,198,1,22277.73,198
12976.0,212,1,74980.16,212
12977.0,156,1,12839.91,156
12980.0,156,12,53629.869999999995,359
12981.0,30,2,63224.14,133
12982.0,240,2,90948.1,243
12984.0,19,1,8463.99,19
12985.0,1,3,187394.03,29
12987.0,74,3,83405.03,198
12988.0,292,1,257724.78,292
12989.0,3,19,198762.17,364
12990.0,31,3,26925.02,310
12991.0,23,2,66119.27,112
12993.0,23,4,63568.65,298
12994.0,4,5,173927.37,269
12995.0,78,2,9530.15,85
12997.0,22,7,169160.63,317
12999.0,196,3,74799.39,246
13000.0,107,3,64024.02,365
13001.0,4,15,877866.22,327
13002.0,318,1,23140.12,318
13003.0,106,3,14210.570000000002,215
13004.0,12,22,1128569.47,358
13005.0,174,3,64989.409999999996,246
13006.0,56,1,19008.66,56
13008.0,323,2,35976.55,361
13011.0,372,1,6022.16,372
13012.0,9,11,289624.3,295
13013.0,1,15,560668.8,372
13014.0,3,16,317002.57,281
13015.0,53,5,453705.15,249
13016.0,73,3,110061.34,123
13017.0,7,1,4288.75,7
13018.0,16,29,1134387.49,296
13021.0,4,12,307237.89,365
13023.0,64,2,96873.65,130
13026.0,1,8,107545.64,276
13027.0,114,6,80473.19,355
13028.0,23,3,114117.21,45
13029.0,31,3,17972.75,353
13030.0,11,2,235504.87,368
13032.0,39,3,203406.25,87
13033.0,357,1,38982.39,357
13034.0,55,2,96380.75,369
13035.0,58,3,71721.14,261
13037.0,138,3,111507.20999999999,256
13038.0,80,3,75972.55,291
13040.0,9,2,114961.27,33
13043.0,254,2,37174.74,273
13044.0,291,1,82850.70999999999,291
13045.0,99,1,38669.11,99
13046.0,31,2,89375.64,266
13047.0,32,18,537358.8200000001,374
13048.0,14,5,328421.62,327
13049.0,64,2,47893.46,318
13050.0,9,28,1077220.51,367
13052.0,212,1,54550.18,212
13055.0,64,4,240184.12,214
13058.0,25,3,24804.489999999998,152
13059.0,250,1,14369.98,250
13060.0,254,1,21239.73,254
13061.0,72,1,15083.3,72
13062.0,191,1,17542.09,191
13064.0,13,4,167734.98,327
13065.0,373,1,36312.56,373
13066.0,24,3,97733.56,32
13067.0,82,1,21197.75,82
13068.0,10,2,1858.41,320
13069.0,1,27,1112672.28,370
13070.0,192,1,24473.04,192
13072.0,267,1,19603.449999999997,267
13075.0,130,1,44215.15,130
13077.0,1,4,279455.7,366
13078.0,1,43,912701.72,367
13079.0,4,5,18162.1,140
13080.0,179,1,6428.3,179
13081.0,1,21,2638158.3,371
13082.0,126,10,244651.78,338
13083.0,4,2,51451.8,76
13085.0,158,3,64151.47,295
13089.0,3,118,4739395.74,370
13090.0,9,18,416705.76,373
13091.0,21,2,75308.68000000001,28
13092.0,71,6,83263.84,360
13093.0,267,13,423408.18,373
13094.0,21,16,41425.46,369
13095.0,71,1,15108.060000000001,71
13097.0,33,14,1141717.7,360
13098.0,1,41,1576223.47,317
13099.0,99,1,1925.25,99
13101.0,234,1,20428.0,234
13102.0,1,27,815199.19,365
13103.0,40,1,26358.45,40
13104.0,3,6,48864.01,355
13106.0,129,2,2933.04,133
13107.0,44,5,166677.66,334
13108.0,373,1,14617.16,373
13109.0,3,5,123761.02,157
13110.0,31,8,372117.65,311
13113.0,1,40,701501.51,366
13115.0,9,14,336289.84,366
13116.0,117,2,112840.89,138
13117.0,22,8,176428.77,372
13118.0,20,7,191878.59,289
13120.0,239,1,385.84,239
13121.0,269,2,127636.33,269
13122.0,94,2,110007.17,240
13124.0,90,3,609551.28,359
13126.0,5,10,364989.88,367
13127.0,78,1,20555.52,78
13130.0,94,1,3427.29,94
13131.0,23,4,140577.02,188
13132.0,262,1,12382.490000000002,262
13133.0,274,2,18003.769999999997,304
13134.0,73,7,293751.89,240
13135.0,197,1,2515.35,197
13136.0,50,11,330101.65,365
13137.0,11,9,1773029.69,309
13138.0,22,6,177635.77,372
13139.0,16,8,455127.97,260
13140.0,108,3,140007.2,366
13141.0,85,6,361388.38,315
13142.0,19,1,67468.05,19
13144.0,333,1,7257.400000000001,333
13145.0,40,5,15067.33,372
13146.0,26,1,37872.68,26
13147.0,10,4,7863.44,100
13148.0,29,17,896262.27,364
13149.0,14,4,233330.09,289
13151.0,203,2,199487.22,296
13153.0,6,1,33413.99,6
13154.0,144,1,4494.64,144
13155.0,33,4,216211.07,369
13157.0,49,5,224771.41999999998,298
13158.0,95,4,204095.82,319
13159.0,9,5,301420.97000000003,116
13160.0,22,1,14167.08,22
13161.0,313,1,16781.66,313
13162.0,122,5,211129.18,335
13165.0,46,2,106805.06999999999,351
13166.0,282,2,76747.31,283
13167.0,19,4,148310.89,144
13168.0,36,5,315161.05,318
13169.0,64,2,24476.57,252
13170.0,27,1,81897.12,27
13171.0,8,5,117289.81,299
13173.0,4,2,126414.07,367
13174.0,16,3,798119.26,369
13176.0,46,1,191246.75,46
13177.0,65,1,29473.26,65
13178.0,26,11,686379.8,361
13182.0,45,1,20667.23,45
13183.0,8,9,218851.88999999998,335
13184.0,15,12,445212.98,290
13185.0,268,1,3617.4,268
13186.0,40,5,198740.05,129
13187.0,337,1,130229.06,337
13188.0,11,1,514.55,11
13189.0,19,2,55332.15,115
13192.0,95,2,162558.19,205
13193.0,61,1,61054.060000000005,61
13194.0,136,1,10127.099999999999,136
13196.0,11,4,278867.93,262
13198.0,10,8,631584.35,362
13199.0,4,39,330852.97,367
13200.0,19,4,118094.31,126
13203.0,10,4,118643.48,242
13207.0,15,2,21631.87,151
13208.0,59,7,328768.86,309
13209.0,30,11,809863.96,362
13210.0,94,1,59635.86,94
13211.0,10,3,155689.59,361
13212.0,9,4,371865.76,61
13213.0,57,6,244237.78,200
13216.0,268,1,4371.66,268
13217.0,122,5,18390.0,157
13218.0,127,1,9910.25,127
13220.0,78,4,43522.32,237
13221.0,240,2,176013.96,359
13223.0,200,2,18200.98,232
13224.0,60,3,297829.01,151
13225.0,3,8,88782.52,362
13226.0,273,1,45063.97,273
13227.0,202,1,18576.02,202
13228.0,81,1,6672.5,81
13229.0,226,1,28745.0,226
13230.0,4,15,1567205.17,365
13232.0,13,7,506534.95,243
13233.0,74,2,106105.76,336
13235.0,212,2,148403.69999999998,212
13236.0,25,3,96160.93000000001,107
13238.0,11,5,81180.14,360
13239.0,262,1,59977.14,262
13240.0,96,4,176150.82,366
13242.0,112,3,29372.010000000002,214
13243.0,203,1,156099.37,203
13244.0,93,1,80865.82,93
13245.0,51,1,39962.87,51
13246.0,18,7,349858.96,330
13247.0,18,4,38357.27,83
13248.0,125,2,82951.48,189
13249.0,92,3,62254.44,261
13253.0,157,2,111724.54,339
13255.0,4,3,32192.899999999998,374
13256.0,14,1,618.6,14
13258.0,12,3,128499.73999999999,205
13259.0,62,1,187085.4,62
13260.0,61,1,24655.010000000002,61
13261.0,269,2,28883.34,286
13262.0,263,1,26356.41,263
13263.0,1,35,4233075.52,325
13265.0,53,5,206392.06,274
13266.0,11,19,449818.1,359
13267.0,3,27,556534.66,367
13268.0,18,15,1133420.9,267
13269.0,1,17,826257.97,370
13270.0,366,1,4158.400000000001,366
13271.0,37,2,275037.61,37
13272.0,31,2,43716.96,90
13273.0,113,1,34941.81,113
13276.0,64,2,77900.88,100
13277.0,16,4,18743.33,134
13278.0,41,1,123390.76,41
13279.0,64,2,17985.6,78
13280.0,122,3,224160.77,337
13282.0,18,6,98391.66,221
13283.0,60,2,11781.7,186
13284.0,323,2,41192.380000000005,331
13285.0,23,4,462664.08,290
13291.0,156,1,99119.92,156
13292.0,39,2,100743.52,284
13294.0,190,2,156638.74,250
13295.0,360,2,24095.21,372
13296.0,137,1,17677.519999999997,137
13297.0,8,4,147570.07,67
13298.0,1,1,1019.64,1
13299.0,268,1,15005.429999999998,268
13300.0,165,2,69555.12,169
13301.0,104,4,205118.46,292
13302.0,155,1,274.93,155
13304.0,351,1,54420.42,351
13305.0,4,10,238931.28,373
13307.0,120,1,1308.2,120
13308.0,23,4,147070.34,203
13309.0,7,5,264375.95,309
13310.0,9,6,206065.44,324
13311.0,4,2,66028.88,150
13313.0,22,5,201050.7,340
13314.0,2,4,189667.85,74
13316.0,37,5,218254.39,254
13317.0,64,9,358540.89,359
13318.0,1,3,44039.46,37
13319.0,5,36,1257587.38,368
13320.0,70,6,295173.42,214
13321.0,72,2,24530.5,86
13322.0,17,1,67826.31,17
13323.0,3,5,55177.0,84
13324.0,32,12,189652.95,361
13325.0,82,1,20542.96,82
13327.0,39,9,285975.09,365
13328.0,316,1,54769.18,316
13329.0,32,4,50412.44,367
13330.0,93,3,120259.71,316
13332.0,14,1,46605.35,14
13334.0,82,3,651733.84,306
13336.0,77,1,127083.1,77
13338.0,154,3,62050.64,158
13339.0,201,1,139406.98,201
13340.0,45,7,380141.55,277
13341.0,261,1,114966.85,261
13343.0,173,2,69622.65,178
13344.0,68,3,296652.2,278
13345.0,277,2,47966.23,288
13347.0,70,1,25890.23,70
13348.0,64,1,45144.78,64
13349.0,11,1,30319.57,11
13350.0,16,3,101482.51,79
13351.0,66,1,29679.62,66
13352.0,8,2,68983.25,60
13354.0,71,1,141300.4,71
13355.0,122,1,67352.71,122
13356.0,80,1,79385.73,80
13357.0,257,1,254605.38,257
13358.0,269,1,77019.38,269
13359.0,59,2,58758.229999999996,64
13362.0,3,5,477433.13,288
13363.0,18,2,175536.97,44
13364.0,67,2,41672.33,71
13365.0,9,3,301208.22000000003,218
13366.0,50,1,99.12,50
13368.0,257,2,82803.68000000001,338
13369.0,354,2,52694.62,366
13370.0,366,2,115846.14,372
13372.0,90,1,61481.02,90
13373.0,61,3,456266.0,276
13375.0,81,2,95085.68000000001,89
13376.0,99,3,126801.13,234
13379.0,26,3,220159.92,137
13381.0,21,7,421702.86,299
13382.0,281,1,44007.43,281
13384.0,31,9,377037.19,179
13385.0,330,1,82884.19,330
13388.0,121,3,86394.04,131
13389.0,11,3,120340.43,233
13390.0,75,1,27135.86,75
13391.0,204,1,2184.06,204
13394.0,2,10,406565.87,310
13395.0,185,1,58425.15,185
13396.0,22,4,111684.96,319
13397.0,73,6,84782.16,339
13398.0,192,1,48681.99,192
13402.0,127,2,95724.03,372
13403.0,18,1,15437.17,18
13404.0,1,2,26413.440000000002,213
13405.0,74,3,53610.38,318
13408.0,2,81,1242486.09,374
13410.0,9,7,75370.97,291
13411.0,107,1,39634.31,107
13414.0,134,3,62682.61,297
13416.0,44,2,42713.36,81
13417.0,5,2,86481.32,205
13418.0,12,23,782821.54,373
13419.0,64,1,38545.83,64
13420.0,135,4,28788.300000000003,171
13421.0,40,3,248514.52,290
13422.0,51,2,327440.9,64
13425.0,108,3,195074.16,295
13426.0,1,12,362950.82,360
13427.0,19,3,47745.5,215
13428.0,10,1,185279.43,10
13429.0,11,4,179853.24,75
13430.0,19,4,128882.95,86
13431.0,67,2,126882.84,89
13434.0,74,2,31842.66,97
13435.0,5,9,263318.81,189
13436.0,2,1,54500.13,2
13437.0,14,7,457967.07,190
13439.0,255,1,146113.37,255
13441.0,92,1,36609.42,92
13447.0,23,4,165898.71,36
13448.0,17,10,555869.77,374
13449.0,24,1,39761.479999999996,24
13450.0,27,6,177728.68,218
13451.0,26,6,1032821.24,334
13452.0,259,2,1834.88,271
13453.0,166,2,47270.72,290
13455.0,25,4,170312.06,366
13456.0,18,7,214846.74,207
13458.0,7,22,1060816.82,360
13460.0,29,2,68531.28,50
13461.0,39,3,64267.96,164
13462.0,183,2,45963.340000000004,253
13464.0,58,1,71027.14,58
13466.0,100,2,35216.06,184
13467.0,11,2,264631.89,36
13468.0,2,41,719205.22,373
13470.0,99,2,31151.47,115
13471.0,1,4,549321.44,47
13473.0,61,3,51184.72,333
13474.0,236,1,174758.77,236
13475.0,191,4,216703.5,299
13476.0,179,4,127979.02,281
13477.0,38,8,178700.68,292
13479.0,198,3,39695.15,235
13481.0,46,8,284459.7,368
13482.0,232,1,20348.31,232
13483.0,66,1,29036.69,66
13484.0,241,1,23047.83,241
